rank,tier,zip,state,owner,units,fhfa_a1
689,A,33177,FL,12719,17124,0.67
690,A,73012,OK,12715,16172,-1.26
691,A,26554,WV,12713,19688,-0.08
692,A,33018,FL,12712,17871,2.47
693,A,31419,GA,12705,24862,0.93
694,A,60639,IL,12705,28656,4.32
695,A,33165,FL,12703,17813,4.1
696,A,29461,SC,12695,16444,1.34
697,A,97223,OR,12686,21428,-0.55
698,A,92882,CA,12685,20757,0.05
699,A,70065,LA,12671,21890,3.0
700,A,55369,MN,12658,16732,2.9
701,A,30331,GA,12648,27314,-1.78
702,A,98092,WA,12644,17532,3.31
703,A,98387,WA,12642,17151,6.24
704,A,14086,NY,12631,15486,6.08
705,A,80602,CO,12630,13834,0.4
706,A,30228,GA,12626,18069,1.81
707,A,85234,AZ,12624,17488,-0.24
708,A,18104,PA,12620,18686,6.47
709,A,60025,IL,12614,16815,6.98
710,A,60435,IL,12614,20162,2.29
711,A,91744,CA,12610,18852,2.44
712,A,78664,TX,12608,24259,-0.06
713,A,08094,NJ,12608,15878,5.79
714,A,14850,NY,12600,31772,5.94
715,A,76226,TX,12596,13668,7.06
716,A,22015,VA,12591,15132,2.12
717,A,45044,OH,12590,21645,4.06
718,A,01201,MA,12587,22566,-0.02
719,A,95020,CA,12587,20679,3.08
720,A,80537,CO,12581,20314,-1.72
721,A,85298,AZ,12577,14308,6.32
722,A,38002,TN,12575,15448,1.62
723,A,36532,AL,12556,17502,1.33
724,A,84081,UT,12556,15349,0.8
725,A,65807,MO,12551,28546,0.49
726,A,19460,PA,12548,18881,3.38
727,A,08080,NJ,12547,14746,5.83
728,A,15108,PA,12545,18179,2.61
729,A,78132,TX,12537,15356,6.26
730,A,75025,TX,12537,19288,-3.07
731,A,46360,IN,12536,21652,12.13
732,A,62040,IL,12529,18842,6.78
733,A,61265,IL,12526,20396,-0.15
734,A,80918,CO,12524,20447,0.19
735,A,28411,NC,12523,16978,6.84
736,A,29349,SC,12522,15118,6.37
737,A,77511,TX,12521,20499,3.96
738,A,33837,FL,12516,19082,27.58
739,A,44039,OH,12515,14441,7.61
740,A,40299,KY,12507,17567,3.35
741,A,40291,KY,12502,16894,-0.35
742,A,92234,CA,12501,23114,1.97
743,A,33917,FL,12499,18789,8.58
744,A,19966,DE,12481,19625,-0.99
745,A,60123,IL,12478,18129,4.89
746,A,52722,IA,12477,17460,5.43
747,A,97504,OR,12469,21290,2.67
748,A,27513,NC,12467,21204,-3.47
749,A,21061,MD,12467,23196,5.14
750,A,46123,IN,12462,16543,1.62
751,A,92708,CA,12462,19250,0.57
752,A,92691,CA,12457,16673,-1.45
753,A,07731,NJ,12451,14102,8.19
754,A,26003,WV,12435,20853,3.97
755,A,19711,DE,12425,20617,5.01
756,A,30907,GA,12416,22219,6.11
757,A,46033,IN,12410,14725,7.8
758,A,77089,TX,12409,19997,-6.13
759,A,30126,GA,12401,16972,-0.07
760,A,91913,CA,12401,17880,3.05
761,A,94015,CA,12400,22314,-1.94
762,A,27516,NC,12383,18684,1.09
763,A,89121,NV,12380,29012,1.4
764,A,34203,FL,12376,20709,3.04
765,A,77388,TX,12372,18924,-2.0
766,A,61554,IL,12367,18788,9.5
767,A,90275,CA,12363,16668,-6.24
768,A,14624,NY,12348,15865,6.79
769,A,33511,FL,12341,24579,0.91
770,A,22030,VA,12330,21758,1.49
771,A,11040,NY,12326,14608,7.99
772,A,21093,MD,12323,16313,2.54
773,A,19808,DE,12322,16037,4.86
774,A,41017,KY,12317,16569,3.25
775,A,85339,AZ,12305,15628,3.23
776,A,87031,NM,12300,16917,6.59
777,A,85396,AZ,12292,14581,-11.18
778,A,33029,FL,12291,14075,10.67
779,A,46112,IN,12288,15790,4.89
780,A,91335,CA,12287,25615,0.46
781,A,32746,FL,12284,20204,-1.07
782,A,32571,FL,12282,15041,0.73
783,A,49201,MI,12274,18102,5.61
784,A,07052,NJ,12267,18300,4.96
785,A,92545,CA,12262,17533,4.27
786,A,91730,CA,12262,26172,0.77
787,A,77583,TX,12253,14783,10.16
788,A,94544,CA,12253,23990,-2.39
789,A,27215,NC,12248,21854,1.76
790,A,16001,PA,12245,19757,5.13
791,A,60543,IL,12240,14327,5.72
792,A,60565,IL,12220,14369,6.52
793,A,91745,CA,12213,17143,-0.75
794,A,91977,CA,12213,20026,0.32
795,A,85382,AZ,12209,19796,-1.5
796,A,79423,TX,12206,18463,1.19
797,A,20735,MD,12202,13670,0.9
798,A,95670,CA,12200,22779,-4.26
799,A,55016,MN,12198,13953,1.61
800,A,37922,TN,12191,15390,2.59
801,A,75211,TX,12189,24103,-6.16
802,A,12603,NY,12189,17468,6.72
803,A,85296,AZ,12182,18065,0.83
804,A,34491,FL,12178,15474,-1.93
805,A,85208,AZ,12174,18699,2.63
806,A,78414,TX,12170,20121,-0.38
807,A,76210,TX,12165,16914,-4.14
808,A,98632,WA,12165,21787,0.94
809,A,46060,IN,12164,18887,2.43
810,A,11215,NY,12162,32197,-1.08
811,A,45231,OH,12162,17845,2.27
812,A,29412,SC,12159,18429,3.54
813,A,33928,FL,12157,20835,-6.89
814,A,47630,IN,12153,15620,6.07
815,A,82009,WY,12145,15361,6.1
816,A,85295,AZ,12145,19460,-1.83
817,A,54220,WI,12139,18942,4.3
818,A,75078,TX,12136,14409,-9.19
819,A,60619,IL,12135,33547,13.56
820,A,19464,PA,12132,19985,5.38
821,A,18966,PA,12130,14199,5.68
822,A,50023,IA,12116,17822,3.03
823,A,11772,NY,12116,18478,3.12
824,A,06614,CT,12109,14432,8.18
825,A,33012,FL,12106,25923,3.81
826,A,52404,IA,12100,19923,1.38
827,A,97080,OR,12099,17276,1.76
828,A,11757,NY,12096,15212,2.6
829,A,30721,GA,12095,19866,2.76
830,A,44720,OH,12094,17988,6.72
831,A,60608,IL,12086,32617,2.83
832,A,75070,TX,12083,24323,0.87
833,A,34481,FL,12081,14183,-7.11
834,A,65202,MO,12078,20342,5.0
835,A,80219,CO,12075,21729,-0.82
836,A,23323,VA,12071,15064,1.51
837,A,93550,CA,12064,23965,1.58
838,A,92026,CA,12051,19923,1.75
839,A,97756,OR,12047,18335,3.35
840,A,43551,OH,12047,19434,2.36
841,A,33710,FL,12044,16767,-1.09
842,A,52402,IA,12044,19848,3.02
843,A,60411,IL,12043,21382,3.13
844,A,93455,CA,12039,16087,4.68
845,A,34119,FL,12038,18251,-3.98
846,A,63011,MO,12031,14822,5.45
847,A,90805,CA,12029,28954,1.65
848,A,11357,NY,12027,16586,5.9
849,A,91761,CA,12023,18309,0.93
850,A,75165,TX,12016,18940,-1.89
851,A,30096,GA,12014,28903,4.46
852,A,77498,TX,12013,18236,-1.34
853,A,84041,UT,12013,19171,3.4
854,A,92028,CA,12009,17985,-1.02
855,A,55110,MN,12005,16156,0.76
856,A,40356,KY,12004,17934,2.92
857,A,55311,MN,12003,14284,3.1
858,A,37363,TN,12000,16584,4.12
859,A,19083,PA,11989,13752,6.79
860,A,47374,IN,11982,21553,8.01
861,A,29642,SC,11981,15323,4.03
862,A,87112,NM,11980,20083,4.21
863,A,29708,SC,11979,16296,2.12
864,A,21207,MD,11978,20974,1.14
865,A,27320,NC,11976,17876,11.86
866,A,23832,VA,11974,14292,2.82
867,A,33176,FL,11961,20309,4.66
868,A,21921,MD,11954,18782,8.92
869,A,06484,CT,11950,16578,4.47
870,A,92335,CA,11948,25861,6.02
871,A,55112,MN,11946,17956,3.72
872,A,10469,NY,11942,25082,1.72
873,A,49426,MI,11938,14020,4.74
874,A,97123,OR,11931,17685,0.71
875,A,21060,MD,11931,15988,1.95
876,A,30102,GA,11928,16144,3.59
877,A,33579,FL,11925,15143,45.92
878,A,19958,DE,11923,19410,1.62
879,A,15068,PA,11913,18319,8.74
880,A,93446,CA,11910,19786,2.21
881,A,40165,KY,11906,15622,2.23
882,A,91765,CA,11905,16056,5.85
883,A,55113,MN,11898,19075,3.11
884,A,53590,WI,11895,18292,3.98
885,A,95628,CA,11893,17417,1.63
886,A,85286,AZ,11891,18387,-1.81
887,A,95037,CA,11890,17185,6.37
888,A,11203,NY,11890,33434,7.4
889,A,60085,IL,11884,26781,6.66
890,A,10940,NY,11883,19930,6.66
891,A,33312,FL,11881,21332,2.16
892,A,93311,CA,11877,17797,2.94
893,A,75023,TX,11876,19621,-0.37
894,A,60506,IL,11876,18204,6.11
895,A,21701,MD,11873,18914,-0.19
896,A,23666,VA,11871,25117,3.86
897,A,89074,NV,11859,22310,-0.02
898,A,33160,FL,11858,33749,37.32
899,A,75228,TX,11858,27329,-0.88
900,A,46514,IN,11858,17987,6.26
901,A,92530,CA,11857,18502,1.02
902,A,46237,IN,11854,17660,2.5
903,A,75150,TX,11852,24892,-2.22
904,A,06460,CT,11849,17800,6.41
905,A,44107,OH,11846,29101,6.16
906,A,53511,WI,11843,19372,4.25
907,A,23111,VA,11842,15773,6.71
908,A,30045,GA,11841,14266,2.87
909,A,98290,WA,11837,15348,0.63
910,A,70433,LA,11832,18712,0.21
911,A,45238,OH,11832,21834,3.03
912,A,90703,CA,11829,16160,0.5
913,A,98023,WA,11825,18777,-1.11
914,A,27295,NC,11819,16775,5.81
915,A,96720,HI,11816,19826,4.84
916,A,29710,SC,11815,15947,2.63
917,A,78028,TX,11811,19285,1.24
918,A,92346,CA,11808,18075,-1.97
919,A,90808,CA,11808,14803,-1.29
920,A,26508,WV,11806,16829,5.22
921,A,33844,FL,11801,22018,-14.32
922,A,95023,CA,11798,18043,0.67
923,A,60640,IL,11795,40850,7.17
924,A,98103,WA,11791,27857,0.75
925,A,76133,TX,11790,20080,-2.88
926,A,90660,CA,11788,17281,-0.08
927,A,60030,IL,11784,15006,4.91
928,A,37620,TN,11781,18119,-0.08
929,A,76065,TX,11779,15081,0.72
930,A,78006,TX,11777,16643,-0.75
931,A,28409,NC,11777,14821,2.55
932,A,84003,UT,11775,16441,3.98
933,A,76502,TX,11774,19497,0.41
934,A,92253,CA,11764,24679,-1.44
935,A,47909,IN,11762,18455,1.54
936,A,85331,AZ,11758,13680,-1.48
937,A,95828,CA,11757,18603,-0.77
938,A,77365,TX,11755,15442,6.68
939,A,44203,OH,11751,18198,0.15
940,A,60193,IL,11750,16478,6.68
941,A,02703,MA,11748,19014,4.17
942,A,33311,FL,11745,27330,-1.42
943,A,39042,MS,11743,14498,0.73
944,A,75093,TX,11732,20852,-1.81
945,A,88220,NM,11731,17692,5.43
946,A,40216,KY,11729,19257,3.49
947,A,48310,MI,11717,15399,3.23
948,A,78520,TX,11713,22543,4.71
949,A,11590,NY,11710,15497,4.61
950,A,28216,NC,11702,24902,3.24
951,A,29414,SC,11702,20209,2.46
952,A,85379,AZ,11694,16052,20.17
953,A,53066,WI,11694,16074,5.35
954,A,67212,KS,11693,19409,1.9
955,A,47906,IN,11686,28658,0.94
956,A,60137,IL,11675,15049,8.68
957,A,35226,AL,11671,14904,3.15
958,A,85705,AZ,11663,29145,4.19
959,A,78634,TX,11661,15322,1.13
960,A,21502,MD,11649,19562,4.3
961,A,30080,GA,11648,27081,-0.64
962,A,30189,GA,11647,16124,0.76
963,A,84009,UT,11645,12873,0.68
964,A,20110,VA,11641,16289,5.69
965,A,20902,MD,11637,18759,4.45
966,A,18103,PA,11637,19769,8.46
967,A,78249,TX,11636,24058,-1.12
968,A,34667,FL,11635,19651,-4.06
969,A,60067,IL,11626,16039,5.73
970,A,46038,IN,11623,17738,1.56
971,A,54601,WI,11623,22652,3.66
972,A,60451,IL,11620,12972,5.95
973,A,75087,TX,11618,15103,-3.5
974,A,91320,CA,11617,15509,4.04
975,A,34759,FL,11615,17391,66.61
976,A,98374,WA,11615,16645,2.58
977,A,21043,MD,11614,17978,1.85
978,A,40509,KY,11613,19802,2.09
979,A,92506,CA,11613,15407,-0.82
980,A,06902,CT,11607,30142,6.18
981,A,75104,TX,11604,17365,-2.23
982,A,92127,CA,11598,16641,26.9
983,A,98837,WA,11597,18651,1.54
984,A,29501,SC,11589,20713,8.83
985,A,98501,WA,11581,19969,3.19
986,A,33068,FL,11579,19760,1.63
987,A,40245,KY,11578,15226,2.62
988,A,76248,TX,11570,14749,1.31
989,A,78223,TX,11567,22278,-4.63
990,A,90638,CA,11564,15459,3.04
991,A,33196,FL,11561,17713,-0.82
992,A,62704,IL,11557,20706,7.85
993,A,32780,FL,11556,19984,0.12
994,A,23451,VA,11552,24897,1.99
995,A,02169,MA,11544,30198,2.75
996,A,14225,NY,11544,16253,5.07
997,A,55106,MN,11542,19974,3.22
998,A,60107,IL,11537,13476,3.98
999,A,93003,CA,11535,20734,1.9
1000,A,80516,CO,11534,13163,0.28
1001,B,28105,NC,11533,17906,3.32
1002,B,32404,FL,11528,18053,-0.74
1003,B,49120,MI,11528,15581,1.63
1004,B,60652,IL,11523,13709,7.08
1005,B,85614,AZ,11522,16985,28.08
1006,B,76108,TX,11522,18031,0.75
1007,B,85120,AZ,11522,17430,-0.31
1008,B,53081,WI,11520,20121,7.17
1009,B,77008,TX,11512,20709,2.67
1010,B,72762,AR,11509,17270,5.59
1011,B,89110,NV,11508,23701,3.47
1012,B,78526,TX,11508,18222,-1.57
1013,B,46062,IN,11505,15152,4.06
1014,B,21784,MD,11503,13664,3.11
1015,B,46368,IN,11502,16870,4.5
1016,B,36830,AL,11498,23146,4.7
1017,B,48236,MI,11496,13078,5.25
1018,B,76262,TX,11495,16260,5.53
1019,B,46901,IN,11479,18307,5.44
1020,B,33484,FL,11472,18884,1.53
1021,B,89521,NV,11465,16789,3.88
1022,B,83401,ID,11465,16026,-0.83
1023,B,08807,NJ,11465,14302,7.65
1024,B,77389,TX,11457,15138,6.3
1025,B,60540,IL,11455,16253,5.66
1026,B,45014,OH,11455,19926,4.24
1027,B,14534,NY,11447,12913,7.62
1028,B,08540,NJ,11438,19255,3.13
1029,B,77088,TX,11437,18500,-2.84
1030,B,98058,WA,11429,16399,-0.23
1031,B,60142,IL,11426,13194,8.56
1032,B,18951,PA,11424,14862,5.68
1033,B,30294,GA,11421,16191,-6.36
1034,B,70810,LA,11420,19195,4.96
1035,B,93611,CA,11417,16093,0.4
1036,B,95621,CA,11411,17284,0.02
1037,B,15235,PA,11410,16942,2.8
1038,B,98133,WA,11401,24730,-0.33
1039,B,37660,TN,11396,20405,6.36
1040,B,43207,OH,11396,21242,4.93
1041,B,70458,LA,11394,17026,5.47
1042,B,97402,OR,11394,23882,0.33
1043,B,30215,GA,11393,13447,1.17
1044,B,34608,FL,11390,15253,-1.89
1045,B,11385,NY,11389,40175,10.8
1046,B,84121,UT,11387,16669,2.58
1047,B,30034,GA,11386,20553,-3.61
1048,B,28104,NC,11386,12751,6.4
1049,B,01453,MA,11384,18895,5.56
1050,B,92392,CA,11380,18077,0.33
1051,B,75033,TX,11378,16717,-1.44
1052,B,89149,NV,11374,17376,2.68
1053,B,27205,NC,11374,15487,2.65
1054,B,17042,PA,11366,17067,8.07
1055,B,33904,FL,11364,20401,-6.62
1056,B,33076,FL,11363,13999,1.38
1057,B,30319,GA,11362,22411,1.94
1058,B,54703,WI,11359,19120,4.25
1059,B,46383,IN,11350,18343,2.95
1060,B,70605,LA,11346,17926,2.1
1061,B,07960,NJ,11346,18978,9.46
1062,B,46835,IN,11344,15945,4.58
1063,B,78233,TX,11343,19396,-4.5
1064,B,45385,OH,11339,17097,5.79
1065,B,94566,CA,11334,16698,-24.05
1066,B,78251,TX,11333,22945,-3.71
1067,B,93291,CA,11332,19866,2.1
1068,B,11801,NY,11331,13068,9.29
1069,B,99654,AK,11328,17006,3.75
1070,B,80014,CO,11325,19903,-2.42
1071,B,75077,TX,11323,14768,-1.41
1072,B,89506,NV,11313,17015,2.28
1073,B,33009,FL,11312,31020,-7.5
1074,B,91350,CA,11310,13959,1.06
1075,B,96816,HI,11309,19818,-3.54
1076,B,95823,CA,11309,25465,0.57
1077,B,12866,NY,11293,20462,8.66
1078,B,94087,CA,11293,21429,-10.73
1079,B,19145,PA,11289,21295,6.98
1080,B,58503,ND,11289,15997,1.41
1081,B,94582,CA,11285,16531,-4.52
1082,B,37130,TN,11274,25838,3.55
1083,B,48042,MI,11274,12067,1.81
1084,B,49441,MI,11273,16491,6.57
1085,B,32958,FL,11272,15512,-1.68
1086,B,33033,FL,11271,21426,1.06
1087,B,21044,MD,11270,19776,0.09
1088,B,30120,GA,11263,16778,2.23
1089,B,40229,KY,11250,15772,2.3
1090,B,30813,GA,11248,18626,11.32
1091,B,08854,NJ,11244,18069,6.51
1092,B,28092,NC,11240,17332,4.28
1093,B,29063,SC,11237,14658,5.41
1094,B,63033,MO,11237,18637,2.48
1095,B,19149,PA,11237,20810,8.29
1096,B,19140,PA,11231,23104,10.76
1097,B,94110,CA,11231,30685,-0.29
1098,B,21401,MD,11229,19293,3.24
1099,B,28625,NC,11228,16917,3.15
1100,B,55082,MN,11227,15493,1.59
1101,B,95757,CA,11223,15853,-0.85
1102,B,12550,NY,11220,22204,4.43
1103,B,63116,MO,11217,22394,2.03
1104,B,28412,NC,11213,20704,-0.5
1105,B,30076,GA,11211,18169,3.07
1106,B,46217,IN,11207,14078,1.57
1107,B,32707,FL,11204,17499,3.99
1108,B,98006,WA,11203,14754,0.73
1109,B,78586,TX,11203,16145,0.95
1110,B,21014,MD,11201,14975,4.87
1111,B,84067,UT,11198,13425,2.56
1112,B,42301,KY,11197,19833,0.43
1113,B,21702,MD,11196,18677,0.52
1114,B,78258,TX,11190,20640,30.63
1115,B,20817,MD,11186,14363,3.34
1116,B,98584,WA,11185,17402,3.93
1117,B,30906,GA,11181,24663,4.56
1118,B,44095,OH,11174,15469,4.25
1119,B,91762,CA,11171,20163,0.15
1120,B,75013,TX,11162,18341,4.04
1121,B,57702,SD,11162,16786,1.15
1122,B,34683,FL,11160,15686,-4.86
1123,B,28079,NC,11152,14354,-2.18
1124,B,55024,MN,11148,12840,2.14
1125,B,28540,NC,11144,21466,8.05
1126,B,87110,NM,11143,19591,3.1
1127,B,48124,MI,11140,14787,5.78
1128,B,85746,AZ,11139,16345,-7.23
1129,B,95350,CA,11138,20327,2.71
1130,B,65109,MO,11133,18264,8.69
1131,B,85143,AZ,11131,15636,1.22
1132,B,42303,KY,11130,18055,6.87
1133,B,55372,MN,11127,12631,1.73
1134,B,78228,TX,11125,21397,-1.05
1135,B,55406,MN,11119,17439,2.61
1136,B,23060,VA,11115,14678,6.58
1137,B,95336,CA,11112,16889,-2.05
1138,B,34786,FL,11111,17702,7.71
1139,B,57701,SD,11111,20526,3.64
1140,B,21157,MD,11111,15466,0.74
1141,B,77354,TX,11109,15747,2.41
1142,B,21220,MD,11107,17960,6.37
1143,B,93277,CA,11107,19434,5.18
1144,B,48239,MI,11102,14869,4.52
1145,B,92688,CA,11099,16388,18.21
1146,B,29605,SC,11096,17013,4.37
1147,B,30269,GA,11095,16089,0.32
1148,B,30087,GA,11092,14274,1.25
1149,B,98026,WA,11091,15884,1.96
1150,B,11434,NY,11090,23787,2.74
1151,B,42101,KY,11089,26062,10.23
1152,B,33410,FL,11087,17830,-3.9
1153,B,80524,CO,11085,17548,-0.14
1154,B,78840,TX,11081,18438,-0.45
1155,B,77007,TX,11079,26281,-1.93
1156,B,85044,AZ,11078,18817,0.5
1157,B,64055,MO,11077,16900,1.68
1158,B,23831,VA,11071,15430,1.79
1159,B,14612,NY,11071,16063,4.91
1160,B,02148,MA,11070,28043,3.15
1161,B,33543,FL,11065,14197,-2.02
1162,B,89122,NV,11064,22033,3.06
1163,B,63010,MO,11063,14854,5.45
1164,B,96707,HI,11061,16554,2.77
1165,B,06457,CT,11061,22138,5.46
1166,B,32303,FL,11054,24864,3.56
1167,B,14609,NY,11053,19404,4.37
1168,B,60446,IL,11051,13986,2.85
1169,B,98038,WA,11047,13157,-2.66
1170,B,11566,NY,11046,11723,5.69
1171,B,89147,NV,11043,22831,2.39
1172,B,23231,VA,11019,17028,2.24
1173,B,32909,FL,11018,14278,-1.94
1174,B,76051,TX,11015,22529,-0.78
1175,B,43228,OH,11014,25623,0.76
1176,B,95831,CA,11013,20261,1.27
1177,B,23223,VA,11011,27141,2.18
1178,B,90280,CA,11011,25395,-3.04
1179,B,37803,TN,11010,14525,-0.5
1180,B,56560,MN,11007,19366,4.04
1181,B,35405,AL,11004,22260,1.57
1182,B,23321,VA,10993,14836,4.1
1183,B,07003,NJ,10985,21692,4.92
1184,B,28376,NC,10979,16834,-0.02
1185,B,07753,NJ,10970,16701,3.19
1186,B,32086,FL,10966,15696,0.5
1187,B,15001,PA,10958,16043,4.73
1188,B,99362,WA,10957,18022,3.88
1189,B,85395,AZ,10957,15710,19.44
1190,B,97703,OR,10956,16032,0.44
1191,B,83815,ID,10956,17031,5.36
1192,B,84010,UT,10954,16103,1.35
1193,B,30265,GA,10948,15331,4.47
1194,B,60031,IL,10944,14796,7.68
1195,B,55347,MN,10929,12143,1.73
1196,B,80233,CO,10928,18309,-1.67
1197,B,70817,LA,10923,14106,2.83
1198,B,44224,OH,10922,16826,3.7
1199,B,89002,NV,10910,13703,1.23
1200,B,30318,GA,10906,29993,-0.57
1201,B,83501,ID,10905,16143,1.49
1202,B,02816,RI,10903,14505,4.75
1203,B,95667,CA,10900,15647,-0.39
1204,B,32309,FL,10899,13719,5.12
1205,B,91706,CA,10899,18853,6.69
1206,B,28546,NC,10893,21387,4.06
1207,B,32168,FL,10892,16439,-0.29
1208,B,94122,CA,10891,24155,-15.05
1209,B,30068,GA,10888,13005,3.58
1210,B,30078,GA,10884,13784,1.93
1211,B,47905,IN,10882,18309,2.93
1212,B,11209,NY,10879,33286,2.04
1213,B,79109,TX,10867,20308,1.04
1214,B,80526,CO,10863,19463,0.82
1215,B,33032,FL,10859,19102,-2.93
1216,B,38016,TN,10851,20218,0.94
1217,B,96734,HI,10846,18208,6.11
1218,B,60120,IL,10845,17112,6.22
1219,B,93307,CA,10842,24349,2.92
1220,B,76049,TX,10838,13527,3.65
1221,B,37920,TN,10835,20180,2.62
1222,B,77382,TX,10831,13691,2.28
1223,B,89141,NV,10830,15010,21.68
1224,B,32935,FL,10829,20338,-7.43
1225,B,20120,VA,10827,14753,0.98
1226,B,20904,MD,10827,22366,4.97
1227,B,85224,AZ,10825,21559,-0.37
1228,B,24153,VA,10823,16387,2.18
1229,B,85282,AZ,10822,25667,1.8
1230,B,60613,IL,10817,31263,13.72
1231,B,75019,TX,10816,17455,-0.68
1232,B,46902,IN,10816,18004,4.47
1233,B,76549,TX,10814,21794,-5.34
1234,B,84770,UT,10813,21173,-1.51
1235,B,21236,MD,10813,16267,5.93
1236,B,80104,CO,10810,13945,-3.23
1237,B,83704,ID,10808,17776,3.27
1238,B,48073,MI,10807,17551,3.7
1239,B,20019,DC,10805,29244,-1.91
1240,B,33813,FL,10805,14787,-4.32
1241,B,74133,OK,10805,22638,3.43
1242,B,28056,NC,10803,14415,3.56
1243,B,78501,TX,10802,24807,0.05
1244,B,11580,NY,10801,13582,8.91
1245,B,53132,WI,10795,14073,4.14
1246,B,02864,RI,10794,14735,3.38
1247,B,76087,TX,10790,13290,1.54
1248,B,46220,IN,10790,17524,1.88
1249,B,75067,TX,10788,28990,-1.9
1250,B,90630,CA,10787,16544,2.9
1251,B,46227,IN,10784,26411,3.46
1252,B,43082,OH,10778,12915,2.62
1253,B,29909,SC,10777,12635,-2.4
1254,B,02151,MA,10777,23461,2.01
1255,B,27292,NC,10771,18749,1.1
1256,B,33179,FL,10769,21249,3.96
1257,B,93309,CA,10769,23546,1.64
1258,B,49221,MI,10768,17011,5.86
1259,B,98513,WA,10767,14533,2.6
1260,B,34990,FL,10763,13641,-0.02
1261,B,60622,IL,10760,27630,8.38
1262,B,17602,PA,10755,19472,2.08
1263,B,92870,CA,10752,17545,8.25
1264,B,27030,NC,10748,17296,0.1
1265,B,27127,NC,10746,18126,1.18
1266,B,92544,CA,10744,17568,0.32
1267,B,86442,AZ,10742,19581,2.92
1268,B,98604,WA,10735,13557,1.92
1269,B,94611,CA,10734,19014,-2.56
1270,B,93720,CA,10730,19738,1.97
1271,B,99504,AK,10726,17720,3.45
1272,B,81007,CO,10725,12678,-1.97
1273,B,86314,AZ,10720,16806,0.66
1274,B,33442,FL,10717,21595,-7.38
1275,B,30083,GA,10716,24282,-1.34
1276,B,27527,NC,10708,13179,4.07
1277,B,80004,CO,10703,15447,2.26
1278,B,97527,OR,10701,15481,1.99
1279,B,90745,CA,10696,16638,0.45
1280,B,79927,TX,10694,14284,-3.44
1281,B,01810,MA,10688,13803,3.43
1282,B,15102,PA,10686,14160,5.52
1283,B,98118,WA,10682,19831,0.87
1284,B,08012,NJ,10682,16192,5.49
1285,B,20155,VA,10677,12833,5.06
1286,B,85730,AZ,10675,16913,0.77
1287,B,30542,GA,10671,14711,1.95
1288,B,28734,NC,10665,18472,2.98
1289,B,80122,CO,10665,13180,2.1
1290,B,17404,PA,10664,15716,7.73
1291,B,30180,GA,10653,15447,1.35
1292,B,46410,IN,10644,17685,4.11
1293,B,19063,PA,10643,16128,1.92
1294,B,33308,FL,10637,23230,-0.32
1295,B,96003,CA,10635,19873,-0.94
1296,B,73072,OK,10633,20915,-2.18
1297,B,33415,FL,10632,20364,0.97
1298,B,76017,TX,10631,17211,-1.66
1299,B,89178,NV,10630,15900,10.0
1300,B,77356,TX,10621,14982,21.88
1301,B,89117,NV,10619,25494,-0.05
1302,B,80501,CO,10619,19173,0.04
1303,B,40272,KY,10619,15469,1.87
1304,B,70508,LA,10616,18677,-2.22
1305,B,12309,NY,10616,13623,4.37
1306,B,34986,FL,10614,14600,-2.14
1307,B,92407,CA,10612,19029,0.97
1308,B,37643,TN,10606,16344,4.34
1309,B,28226,NC,10604,16816,3.8
1310,B,95206,CA,10604,18792,-1.11
1311,B,07002,NJ,10604,30161,12.37
1312,B,08857,NJ,10602,16241,4.75
1313,B,49417,MI,10599,14709,5.24
1314,B,21045,MD,10599,15826,1.09
1315,B,34476,FL,10598,12754,-2.32
1316,B,60188,IL,10592,15710,5.63
1317,B,06516,CT,10589,21884,4.93
1318,B,97224,OR,10585,15938,-1.5
1319,B,94561,CA,10584,14251,-2.36
1320,B,63119,MO,10584,15627,4.45
1321,B,94560,CA,10582,15897,-2.17
1322,B,19147,PA,10581,20735,3.68
1323,B,06611,CT,10576,12468,5.7
1324,B,22405,VA,10570,13058,3.18
1325,B,45036,OH,10568,15036,4.73
1326,B,45373,OH,10567,15691,2.93
1327,B,32904,FL,10562,15117,0.93
1328,B,28314,NC,10557,24832,3.41
1329,B,45150,OH,10555,14432,4.29
1330,B,64118,MO,10553,19374,3.67
1331,B,33615,FL,10544,20543,0.92
1332,B,37876,TN,10540,18206,2.37
1333,B,43017,OH,10540,16819,-0.09
1334,B,60623,IL,10535,31300,3.5
1335,B,34232,FL,10533,17248,-0.96
1336,B,85233,AZ,10528,15080,4.05
1337,B,43040,OH,10523,14238,3.42
1338,B,33884,FL,10521,15876,-3.37
1339,B,11214,NY,10520,33341,-8.72
1340,B,21144,MD,10520,13456,3.6
1341,B,11554,NY,10514,12128,9.19
1342,B,30134,GA,10512,17233,2.72
1343,B,48146,MI,10509,15874,-5.4
1344,B,27612,NC,10508,21582,2.97
1345,B,64804,MO,10505,16844,2.59
1346,B,34761,FL,10502,14794,3.76
1347,B,06489,CT,10500,13496,10.66
1348,B,17402,PA,10495,14751,2.48
1349,B,97302,OR,10494,17888,3.73
1350,B,85745,AZ,10492,17662,2.37
1351,B,78154,TX,10491,15688,-1.47
1352,B,70570,LA,10491,17099,5.11
1353,B,91789,CA,10483,13486,1.63
1354,B,32578,FL,10477,14578,-2.52
1355,B,27106,NC,10469,22491,4.46
1356,B,94546,CA,10469,16398,-1.05
1357,B,94534,CA,10466,14249,-1.21
1358,B,94605,CA,10465,17686,-1.53
1359,B,94501,CA,10462,27117,-1.25
